player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mfv_media_3y,mv_storica,mfv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,predicted_pts_p10,predicted_pts_p50,predicted_pts_p90,pts_volatility_spread,vorp_points,target_price_500,target_price_1000,clearing_price_1000,clearing_price_500,target_flags,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr
Jones C.,C,C,INT,12,4.7,6.0,0.5,0.0,0.0,0.0,47,,,,,,,,,,,,,1.0,0.372,0.677,,,,,1.1,3.009,151,11,0,0.587,0,1,25,False,0.0,0.4599,0.5043,65.0,168.2,215.4,150.4,1.7,12,47,26,13,no_prior_data;clearing_observed(historical),47,12,21
Gomes,D,Ds;Dc,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9494,1.351,142,10,0,0.552,0,2,0,False,0.0,0.4599,0.5014,55.0,135.3,212.3,157.3,0.0,1,1,1,1,floor_qi,1,1,0
Rodriguez Ju.,D,Ds;Dc,CAG,4,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,5.62,5.72,5.62,5.72,0.0,,0.421,0.062,0.0,0.188,0.0,1.0,3.921,6.971,0.204,0.363,0.204,2.344,0.9604,1.472,71,5,0,0.276,2,0,180,True,1.0,0.4594,0.4792,79.8,146.3,206.5,126.7,0.0,4,14,6,3,thin_prior_sample_no_fade;clearing_observed(historical),14,4,8
Miller L.,C,M;C,UDI,4,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.92,5.95,5.92,5.95,0.0,,0.5,0.0,0.105,0.211,0.0,1.0,0.306,1.345,0.028,0.123,0.028,0.822,0.965,1.523,55,4,0,0.214,0,2,49,False,0.0,0.4587,0.4739,43.1,127.3,202.2,159.1,0.0,4,12,2,1,thin_prior_sample_no_fade;clearing_observed(historical),12,4,10
Gandelman,C,C;T,LEC,4,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.97,6.41,5.97,6.41,0.0,,0.421,0.125,0.062,0.0,0.0,1.0,1.734,1.121,0.161,0.104,0.161,0.927,0.9201,1.029,62,6,0,0.241,0,2,1,False,0.0,0.4586,0.4758,30.8,116.0,218.2,187.4,0.0,4,10,3,1,thin_prior_sample_no_fade;clearing_observed(historical),10,4,7
Lipani,C,M;C,SAS,2,0.5,6.0,0.5,0.0,0.0,0.0,5,2.0,5.953,5.933,5.965,5.95,0.035,,0.368,0.0,0.048,0.143,0.0,2.0,0.672,0.659,0.07,0.085,0.07,0.962,0.9714,1.594,21,4,0,0.082,0,2,1,False,0.0,0.4581,0.4638,39.2,112.1,203.6,164.4,0.0,2,5,5,2,floor_qi,5,2,0
Lobotka,C,M;C,NAP,8,2.3,6.0,0.5,0.0,0.0,0.0,23,7.0,6.03,6.045,6.1,6.097,0.123,-0.0168,0.665,0.017,0.017,0.081,0.0,4.0,0.395,1.237,0.014,0.039,0.014,0.311,1.0241,2.173,125,11,0,0.486,2,0,180,True,1.0,0.4579,0.4939,79.1,166.9,217.7,138.6,0.4,7,20,2,1,fade(1.03);team_discount(NAP);clearing_observed(asta_xlsx),20,7,18
Balerdi,D,Dc,ROM,6,1.1,6.0,0.5,0.0,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,1.0268,2.203,139,11,0,0.541,0,1,0,False,0.0,0.4576,0.498,55.0,141.6,212.3,157.3,0.0,6,11,11,6,no_prior_data,11,6,0
Mazzocchi,D,Dd;Ds;E,VEN,1,1.0,6.0,0.5,0.0,0.0,0.0,10,5.0,5.817,5.793,5.866,5.904,0.179,-0.027,0.542,0.024,0.083,0.131,0.0,4.0,0.19,1.327,0.039,0.102,0.039,0.693,0.9494,1.351,72,7,0,0.28,0,0,0,False,0.0,0.4573,0.4774,44.1,118.8,201.7,157.6,0.0,1,10,4,2,floor_qi;clearing_observed(historical),10,1,6
Monterisi,D,Dc,FRO,6,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.83,6.25,5.83,6.25,0.0,,0.474,0.111,0.111,0.056,0.0,1.0,1.417,0.392,0.087,0.024,0.087,0.306,0.9827,1.718,57,6,0,0.222,2,0,157,True,1.0,0.4571,0.4728,73.1,176.6,227.3,154.2,14.7,6,13,5,3,no_prior_data;clearing_observed(historical),13,6,8
Zapata D.,A,Pc,TOR,6,1.2,6.0,0.5,0.0,0.0,0.0,12,11.0,6.148,6.888,6.234,7.39,0.253,0.0054,0.739,0.374,0.129,0.073,0.023,4.0,5.424,1.784,0.359,0.105,0.348,2.949,0.9571,1.436,345,7,1,1.0,0,2,12,False,0.0,0.4568,0.5374,79.0,159.9,249.9,170.9,27.5,6,12,30,15,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),12,6,-18
Schmid,C,W;T,FRO,8,2.5,6.0,0.5,0.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,,,0.9827,1.718,150,11,0,0.583,2,0,149,True,1.0,0.4563,0.5,71.1,169.2,217.5,146.4,2.7,8,25,4,2,no_prior_data;clearing_observed(historical),25,8,21
Muric,P,Por,SAS,7,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,6.08,4.77,6.08,4.77,0.0,,0.842,0.0,0.0,0.125,0.0,1.0,,0.033,0.0,0.001,0.0,0.0,0.9714,1.594,105,2,1,0.708,2,0,180,True,1.0,0.4563,0.5105,52.4,148.7,195.3,142.9,3.5,7,15,4,2,goalkeeper_no_fade;clearing_observed(historical),15,7,11
Mendy P.,A,Pc,CAG,4,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.94,6.62,5.94,6.62,0.0,,0.211,,,,,1.0,2.389,0.257,0.66,0.071,0.66,4.141,0.9604,1.472,5,2,0,0.019,2,0,123,True,1.0,0.4563,0.4576,71.7,200.1,251.4,179.7,67.7,4,12,3,1,thin_prior_sample_no_fade;clearing_observed(historical),12,4,9
Kaiki,D,Ds;E,COM,6,1.3,6.0,0.5,0.0,0.0,0.0,13,,,,,,,,,,,,,,,,,,,,1.0068,1.982,69,2,1,0.568,0,2,9,False,0.0,0.4562,0.4987,55.0,135.3,212.3,157.3,0.0,6,13,7,4,no_prior_data;clearing_observed(historical),13,6,6
Vitinha O.,A,A,GEN,8,1.3,6.0,0.5,0.0,0.0,0.0,13,3.0,6.008,6.5,6.087,6.657,0.237,-0.235,0.518,0.132,0.075,0.132,0.0,3.0,4.245,2.15,0.229,0.15,0.229,2.597,0.9593,1.46,149,7,0,0.579,2,0,153,True,1.0,0.4559,0.4993,80.6,182.2,239.8,159.2,49.8,8,12,1,1,fade(0.95);clearing_observed(asta_xlsx),12,8,11
Obrador,D,Ds;E,SAS,6,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,6.06,6.41,6.06,6.41,0.0,,0.421,0.062,0.188,0.062,0.0,1.0,0.172,1.056,0.014,0.084,0.014,0.555,0.9714,1.594,43,4,0,0.167,0,2,29,False,0.0,0.4554,0.4671,38.5,127.2,214.3,175.8,0.0,6,13,3,2,thin_prior_sample_no_fade;clearing_observed(historical),13,6,10
Calvani,D,Dc,FRO,5,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.81,5.77,5.81,5.77,0.0,,0.342,0.0,0.0,0.077,0.0,2.0,0.672,0.659,0.07,0.085,0.07,0.962,0.9827,1.718,0,0,0,0.0,2,0,164,True,1.0,0.4547,0.4547,56.0,171.2,213.9,157.9,9.3,5,13,2,1,no_prior_data;clearing_observed(historical),13,5,11
Bernabè,C,C,PAR,7,3.4,6.0,0.5,0.0,0.0,0.0,34,1.0,6.17,6.48,6.17,6.48,0.0,,0.842,0.094,0.031,0.0,0.0,2.0,2.253,3.146,0.093,0.141,0.093,1.73,0.9545,1.408,250,9,1,1.0,2,0,146,True,1.0,0.4543,0.5345,73.3,150.3,228.3,155.0,0.0,7,32,18,9,fade(0.93);clearing_observed(asta_xlsx),32,7,14
Deiola,C,M;C,CAG,3,0.8,6.0,0.5,0.0,0.0,0.0,8,9.0,5.933,5.953,5.809,5.803,0.123,0.0217,0.459,0.052,0.03,0.215,0.0,3.0,2.088,0.785,0.132,0.047,0.132,1.302,0.9604,1.472,97,5,0,0.377,2,0,173,True,1.0,0.4543,0.4815,100.0,164.7,220.9,120.9,0.0,3,8,8,3,thin_prior_sample_no_fade,8,3,0
Piana,P,Por,UDI,1,0.1,6.0,0.5,0.0,0.0,0.0,1,4.0,,,,,0.0,,,,,,,,,,,,,,0.965,1.523,85,4,1,0.631,0,2,0,False,0.0,0.4539,0.5014,53.9,135.3,213.2,159.3,0.0,1,1,1,1,floor_qi,1,1,0
Doekhi,D,Dc,LAZ,8,1.6,6.0,0.5,0.0,0.0,0.0,16,,,,,,,,,,,,,,,,,,,,0.9953,1.856,75,3,1,0.592,2,0,180,True,1.0,0.4529,0.497,69.1,164.6,214.0,144.9,2.7,8,16,7,3,no_prior_data;clearing_observed(historical),16,8,9
Ordonez C.,C,M;C,PAR,3,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.79,5.81,5.79,5.81,0.0,,0.553,0.048,0.0,0.143,0.0,1.0,0.449,0.27,0.038,0.023,0.038,0.836,0.9545,1.408,86,4,0,0.334,2,0,151,True,1.0,0.4527,0.4766,76.6,156.6,218.7,142.1,0.0,3,10,2,1,thin_prior_sample_no_fade;clearing_observed(historical),10,3,8
Mina,D,Dc,CAG,7,2.0,6.0,0.5,0.0,0.0,0.0,20,3.0,6.025,6.15,6.03,6.167,0.024,-0.015,0.632,0.069,0.014,0.167,0.014,3.0,1.938,0.331,0.084,0.015,0.073,0.599,0.9604,1.472,164,16,0,0.638,0,1,0,False,0.0,0.4527,0.5006,59.0,135.6,202.8,143.8,0.0,6,17,15,8,fade(0.87);clearing_observed(asta_xlsx),17,6,2
Tomori,D,Dc,MIL,6,0.8,6.0,0.5,0.0,0.0,0.0,8,6.0,5.938,5.93,6.077,6.128,0.155,-0.0806,0.684,0.038,0.013,0.147,0.0,4.0,0.94,0.588,0.061,0.023,0.061,0.367,1.0464,2.419,66,2,1,0.557,0,0,0,False,0.0,0.4527,0.494,51.5,137.7,200.2,148.7,0.0,5,7,15,8,fade(0.96);team_discount(MIL);clearing_observed(asta_xlsx),7,5,-8
Comuzzo,D,Dc,TOR,8,1.3,6.0,0.5,0.0,0.0,0.0,13,3.0,5.845,5.81,5.887,5.81,0.103,-0.125,0.474,0.038,0.0,0.135,0.0,2.0,0.701,0.203,0.03,0.009,0.03,0.324,0.9571,1.436,51,7,0,0.198,2,0,175,True,1.0,0.4522,0.466,78.0,176.3,215.8,137.8,14.4,8,13,5,2,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),13,8,8
Bleve,P,Por,LEC,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,,,,,0.0,,,,,,,,,,,,,,0.9201,1.029,91,2,1,0.654,0,2,0,False,0.0,0.4522,0.5014,53.9,135.3,213.2,159.3,0.0,1,1,1,1,floor_qi,1,1,0
Butez,P,Por,COM,15,5.0,6.0,0.5,0.0,0.0,0.0,50,2.0,6.12,5.32,6.145,5.295,0.075,,0.737,0.0,0.018,0.054,0.0,2.0,,0.241,0.0,0.009,0.0,0.0,1.0068,1.982,93,2,1,0.662,2,0,180,True,1.0,0.4518,0.5016,51.5,160.5,195.0,143.5,15.3,15,50,18,9,goalkeeper_no_fade;clearing_observed(asta_xlsx),50,15,32
Solet,D,Dc,UDI,13,4.6,6.0,0.5,0.0,0.0,0.0,46,2.0,6.173,6.363,6.17,6.345,0.01,,0.697,0.075,0.038,0.038,0.019,2.0,2.231,1.758,0.074,0.068,0.059,0.873,0.965,1.523,136,8,1,0.829,2,0,180,True,1.0,0.451,0.5151,74.8,158.5,226.2,151.4,0.0,10,37,36,18,fade(0.80);clearing_observed(asta_xlsx),37,10,1
Bartesaghi,D,Ds;E,MIL,8,2.2,6.0,0.5,0.0,0.0,0.0,22,3.0,5.762,5.692,5.767,5.683,0.309,-0.015,0.325,0.065,0.0,0.097,0.0,2.0,0.916,1.957,0.049,0.14,0.049,0.789,1.0464,2.419,4,2,0,0.016,1,1,111,True,0.5,0.4507,0.4518,73.1,150.9,212.7,139.6,0.0,7,18,10,5,fade(0.90);team_discount(MIL);clearing_observed(historical),18,7,8
Baldanzi,C,T,GEN,11,2.8,6.0,0.5,0.0,0.0,0.0,28,4.0,6.088,6.282,6.095,6.342,0.062,-0.008,0.579,0.091,0.034,0.102,0.0,4.0,2.026,1.518,0.17,0.118,0.17,1.981,0.9593,1.46,155,14,0,0.603,2,0,144,True,1.0,0.4503,0.4951,70.5,170.8,228.5,158.0,4.3,11,28,10,5,thin_prior_sample_no_fade;clearing_observed(historical),28,11,18
N'Dri,A,W;A,LEC,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.833,6.013,5.84,5.975,0.02,,0.316,0.118,0.0,0.176,0.0,,,,,,,,0.9201,1.029,0,0,0,0.0,1,1,119,True,0.5,0.4495,0.4495,88.8,170.6,218.4,129.6,38.2,4,12,4,2,thin_prior_sample_no_fade;clearing_observed(historical),12,4,8
Tourè I.,C,E;M,MON,6,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,5.82,5.82,5.82,5.82,0.0,,0.789,0.033,0.0,0.133,0.0,1.0,1.883,1.041,0.459,0.254,0.459,2.927,0.9337,1.178,124,3,1,0.782,0,0,0,False,0.0,0.4494,0.5091,58.4,135.4,215.3,156.9,0.0,7,16,8,4,fade(1.12);clearing_observed(asta_xlsx),16,7,8
Saelemaekers,C,E;W,MIL,11,3.5,6.0,0.5,0.0,0.0,0.0,35,7.0,6.213,6.737,6.067,6.399,0.15,0.0496,0.729,0.103,0.093,0.129,0.0,4.0,3.294,3.852,0.149,0.182,0.149,1.559,1.0464,2.419,172,9,1,0.969,0,2,55,False,0.0,0.4494,0.5258,59.0,154.1,226.6,167.6,0.0,9,30,38,19,fade(0.95);team_discount(MIL);clearing_observed(asta_xlsx),30,9,-8
Bayo V.,A,Pc,UDI,1,0.3,6.0,0.5,0.0,0.0,0.0,3,1.0,5.75,5.83,5.75,5.83,0.0,,0.316,0.0,0.083,0.0,0.0,1.0,1.326,0.731,0.276,0.152,0.276,2.917,0.965,1.523,26,3,0,0.101,0,2,18,False,0.0,0.4493,0.4562,30.8,112.1,198.2,167.4,0.0,1,3,3,1,floor_qi,3,1,0
Kelly L.,D,Ds;Dc,JUV,5,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.897,5.92,5.84,5.845,0.17,,0.618,0.021,0.021,0.106,0.0,2.0,0.85,0.598,0.035,0.027,0.035,0.538,1.0076,1.992,135,9,0,0.525,1,1,105,True,0.5,0.4493,0.4877,73.4,159.0,214.3,140.9,0.0,4,11,6,3,fade(0.90);clearing_observed(asta_xlsx),11,4,5
Thiam,P,Por,MON,4,0.5,6.0,0.5,0.0,0.0,0.0,5,1.0,5.81,6.08,5.81,6.08,0.0,,0.342,0.077,0.077,0.077,0.0,,,,,,,,0.9337,1.178,0,0,0,0.0,1,0,90,True,0.5,0.4491,0.4491,66.0,161.1,219.7,153.7,15.9,4,5,2,1,goalkeeper_no_fade;clearing_observed(historical),5,4,3
Buongiorno,D,Dc,NAP,6,1.5,6.0,0.5,0.0,0.0,0.0,15,7.0,6.117,6.173,5.173,5.184,2.124,0.6964,0.645,0.034,0.027,0.197,0.0,4.0,1.442,0.722,0.063,0.027,0.063,0.463,1.0241,2.173,238,13,0,0.7,0,0,0,False,0.0,0.4489,0.5016,44.8,148.1,204.0,159.2,0.0,5,12,55,28,fade(0.96);team_discount(NAP);clearing_observed(asta_xlsx),12,5,-43
Gila,D,Dc,MIL,13,3.1,6.0,0.5,0.0,0.0,0.0,31,4.0,6.035,5.947,5.9,5.832,0.231,0.162,0.566,0.012,0.0,0.155,0.0,3.0,1.203,0.695,0.038,0.027,0.038,0.446,1.0464,2.419,127,9,0,0.494,2,0,163,True,1.0,0.4489,0.4848,72.4,164.0,213.0,140.6,2.1,11,26,18,9,fade(0.93);team_discount(MIL);clearing_observed(asta_xlsx),26,11,8
Belahyane,C,M;C,LAZ,2,0.3,6.0,0.5,0.0,0.0,0.0,3,3.0,5.85,5.848,5.93,5.92,0.226,-0.24,0.342,0.0,0.108,0.135,0.0,2.0,0.203,1.163,0.015,0.085,0.015,0.331,0.9953,1.856,20,4,0,0.078,0,2,53,False,0.0,0.4485,0.4538,38.4,114.9,206.1,167.7,0.0,2,3,3,2,floor_qi,3,2,0
Turati,P,Por,SAS,1,0.1,6.0,0.5,0.0,0.0,0.0,1,6.0,6.217,4.82,4.152,3.07,2.936,0.7054,0.454,0.0,0.0,0.016,0.0,3.0,,0.014,0.0,0.001,0.0,0.0,0.9714,1.594,105,10,0,0.408,0,2,0,False,0.0,0.4485,0.4777,25.2,95.1,179.5,154.3,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1
Ziolkowski,D,Dc,MON,1,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,5.94,5.78,5.94,5.78,0.0,,0.237,,,,,1.0,0.141,0.041,0.025,0.007,0.025,0.36,0.9337,1.178,0,0,0,0.0,0,1,0,False,0.0,0.4485,0.4485,35.8,103.4,196.9,161.1,0.0,1,8,2,1,floor_qi;clearing_observed(historical),8,1,6
Lazzari,D,Dd;E,LAZ,2,0.5,6.0,0.5,0.0,0.0,0.0,5,9.0,5.848,5.807,6.037,6.093,0.166,-0.0567,0.725,0.028,0.089,0.157,0.0,4.0,0.268,1.055,0.025,0.064,0.025,0.366,0.9953,1.856,162,12,0,0.63,0,2,10,False,0.0,0.4484,0.4952,53.5,132.5,211.0,157.5,0.0,2,5,2,1,floor_qi;clearing_observed(historical),5,2,3
Dovbyk,A,Pc,BOL,15,5.1,6.0,0.5,0.0,0.0,0.0,51,2.0,6.0,6.91,6.0,6.98,0.0,,0.592,0.333,0.067,0.0,0.044,2.0,6.85,2.107,0.557,0.135,0.509,2.395,1.004,1.952,310,13,1,1.0,0,2,60,False,0.0,0.4479,0.5269,48.0,150.4,240.5,192.5,18.0,15,51,17,8,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),51,15,34
Davis K.,A,Pc,UDI,19,10.8,6.0,0.5,0.0,0.0,0.0,108,3.0,6.193,6.912,6.173,6.783,0.132,0.06,0.447,0.261,0.109,0.152,0.087,3.0,6.06,2.281,0.367,0.186,0.284,2.308,0.965,1.523,325,12,1,1.0,1,0,68,True,0.5,0.4478,0.5268,71.9,182.0,251.4,179.5,49.6,15,86,60,30,fade(0.79);clearing_observed(asta_xlsx),86,15,26
Rrahmani Al.,A,Pc,VEN,7,1.3,6.0,0.5,0.0,0.0,0.0,13,7.0,6.155,6.307,6.114,6.269,0.123,0.02,0.752,0.065,0.015,0.12,0.0,4.0,1.998,0.92,0.076,0.032,0.076,0.779,0.9494,1.351,152,7,1,0.891,0,2,19,False,0.0,0.4469,0.5158,70.3,148.5,236.8,166.5,16.1,7,13,13,7,no_prior_data,13,7,0
Sutalo J.,D,Dc,LAZ,7,1.9,6.0,0.5,0.0,0.0,0.0,19,,,,,,,,,,,,,,,,,,,,0.9953,1.856,203,14,0,0.7,0,1,0,False,0.0,0.4469,0.4993,55.0,135.3,212.3,157.3,0.0,7,19,5,2,no_prior_data;clearing_observed(historical),19,7,14
Spinazzola,D,Ds;E,NAP,8,2.5,6.0,0.5,0.0,0.0,0.0,25,10.0,6.123,6.398,6.108,6.252,0.124,0.0088,0.547,0.046,0.112,0.051,0.0,4.0,0.985,3.186,0.045,0.18,0.045,0.719,1.0241,2.173,150,14,0,0.583,1,1,124,True,0.5,0.4464,0.4892,68.0,176.8,226.5,158.5,14.9,5,16,21,10,fade(0.76);team_discount(NAP);clearing_observed(historical),16,5,-5
Dodò,D,Dd;E,FIO,9,2.0,6.0,0.5,0.0,0.0,0.0,20,1.0,5.99,6.03,5.99,6.03,0.0,,0.947,0.028,0.056,0.194,0.0,4.0,1.172,3.251,0.034,0.128,0.034,0.64,1.0124,2.045,190,10,1,1.0,1,1,90,True,0.5,0.4462,0.525,79.8,166.0,211.3,131.5,4.1,8,18,52,26,fade(0.91);clearing_observed(asta_xlsx),18,8,-34
Rensch,D,B;Dd;E,ROM,4,1.4,6.0,0.5,0.0,0.0,0.0,14,2.0,6.127,6.397,6.11,6.345,0.05,,0.355,0.053,0.211,0.053,0.0,2.0,0.587,1.74,0.066,0.191,0.066,0.495,1.0268,2.203,81,12,0,0.315,0,0,0,False,0.0,0.4461,0.4682,41.8,125.5,214.4,172.6,0.0,4,14,2,1,thin_prior_sample_no_fade;clearing_observed(historical),14,4,12
Schingtienne,D,Dc,VEN,3,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.7,5.63,5.7,5.63,0.0,,0.395,0.0,0.0,0.133,0.0,1.0,,0.097,0.0,0.008,0.0,0.0,0.9494,1.351,32,3,0,0.124,2,0,180,True,1.0,0.4455,0.4539,62.4,163.6,199.5,137.1,1.7,3,10,3,1,no_prior_data;clearing_observed(historical),10,3,7
Milla,C,M;C,COM,6,3.0,6.0,0.5,0.0,0.0,0.0,30,,,,,,,,,,,,,,,,,,,,1.0068,1.982,123,2,1,0.778,2,0,180,True,1.0,0.4454,0.5043,68.1,166.5,216.2,148.1,0.0,6,30,6,3,no_prior_data;clearing_observed(historical),30,6,24
Okoye,P,Por,UDI,9,2.8,6.0,0.5,0.0,0.0,0.0,28,3.0,6.097,4.828,6.113,4.803,0.042,-0.05,0.667,0.0,0.013,0.053,0.0,3.0,,0.024,0.0,0.001,0.0,0.0,0.965,1.523,93,2,1,0.662,2,0,180,True,1.0,0.4451,0.4942,33.0,156.8,191.0,158.0,11.6,9,28,1,1,goalkeeper_no_fade;clearing_observed(asta_xlsx),28,9,27
Mora,C,T,ROM,20,10.0,6.0,0.5,0.0,0.0,0.0,100,2.0,5.773,5.727,5.785,5.715,0.035,,0.25,0.0,0.0,0.294,0.0,,,,,,,,1.0268,2.203,12,2,0,0.047,1,1,84,True,0.5,0.445,0.4482,90.8,150.6,201.8,111.0,0.0,20,100,73,37,no_prior_data;clearing_observed(historical),100,20,27
Koutsoupias,C,C,FRO,4,1.1,6.0,0.5,0.0,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,0.9827,1.718,114,2,1,0.743,0,1,0,False,0.0,0.4449,0.5007,52.4,139.9,215.8,163.4,0.0,4,11,11,4,no_prior_data,11,4,0
Bernasconi,D,Ds;E,ATA,6,1.8,6.0,0.5,0.0,0.0,0.0,18,1.0,6.09,6.16,6.09,6.16,0.0,,0.579,0.0,0.136,0.136,0.0,1.0,0.419,3.146,0.024,0.18,0.024,0.516,1.0354,2.298,75,2,1,0.592,1,1,71,True,0.5,0.4448,0.4881,78.7,177.4,215.1,136.4,15.5,6,18,13,7,thin_prior_sample_no_fade;clearing_observed(historical),18,6,5
Bisseck,D,Dc,INT,12,3.6,6.0,0.5,0.0,0.0,0.0,36,3.0,6.17,6.602,6.193,6.66,0.148,-0.07,0.535,0.131,0.082,0.098,0.0,3.0,2.373,0.869,0.124,0.053,0.124,1.173,1.1,3.009,103,5,1,0.701,1,1,99,True,0.5,0.4446,0.4968,82.3,180.5,242.6,160.3,18.6,12,36,5,2,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),36,12,31
Zaniolo,C,T;A,UDI,18,8.0,6.0,0.5,0.0,0.0,0.0,80,7.0,6.108,6.438,5.199,5.456,2.126,0.2121,0.618,0.142,0.078,0.305,0.0,3.0,4.382,2.611,0.281,0.182,0.281,2.784,0.965,1.523,201,13,1,1.0,1,0,89,True,0.5,0.4446,0.523,69.0,159.1,212.8,143.8,0.0,15,69,9,4,fade(0.86);clearing_observed(asta_xlsx),69,15,60
Rrahmani,D,Dc,NAP,15,5.1,6.0,0.5,0.0,0.0,0.0,51,7.0,6.155,6.307,6.114,6.269,0.123,0.02,0.752,0.065,0.015,0.12,0.0,4.0,1.998,0.92,0.076,0.032,0.076,0.779,1.0241,2.173,165,8,1,0.942,2,0,180,True,1.0,0.4445,0.5177,79.6,166.5,226.6,147.0,4.6,13,43,30,15,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),43,13,13
Calò,C,M;C,FRO,8,2.7,6.0,0.5,0.0,0.0,0.0,27,,,,,,,,,,,,,,,,,,,,0.9827,1.718,116,6,1,0.751,2,0,172,True,1.0,0.4442,0.5006,68.1,166.5,216.2,148.1,0.0,8,27,15,8,no_prior_data;clearing_observed(historical),27,8,12
Venturino,C,W,GEN,2,0.4,6.0,0.5,0.0,0.0,0.0,4,2.0,6.183,6.85,6.345,7.345,0.485,,0.132,,,,,2.0,0.587,0.524,0.352,0.253,0.352,2.172,0.9593,1.46,7,3,0,0.027,0,0,0,False,0.0,0.4442,0.446,42.3,109.1,199.8,157.5,0.0,2,4,4,2,floor_qi,4,2,0
Pellegrini Lo.,C,C;T,ROM,9,2.0,6.0,0.5,0.0,0.0,0.0,20,11.0,5.937,6.408,6.066,6.562,0.182,-0.0058,0.699,0.168,0.14,0.202,0.034,4.0,5.068,3.937,0.278,0.186,0.215,2.2,1.0268,2.203,352,10,1,1.0,0,0,0,False,0.0,0.4439,0.5222,68.2,147.3,226.8,158.6,0.0,9,20,5,2,thin_prior_sample_no_fade;clearing_observed(historical),20,9,15
Pedraza,D,Ds;E,LAZ,6,1.4,6.0,0.5,0.0,0.0,0.0,14,,,,,,,,,,,,,4.0,3.561,2.328,0.262,0.18,0.203,2.209,0.9953,1.856,301,5,1,1.0,1,1,105,True,0.5,0.4438,0.5221,66.0,163.6,211.9,145.9,1.7,6,14,4,2,no_prior_data;clearing_observed(historical),14,6,10
Elphege,A,Pc,PAR,3,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,6.0,6.88,6.0,6.88,0.0,,0.211,,,,,1.0,2.35,0.357,0.712,0.108,0.712,1.818,0.9545,1.408,66,4,0,0.257,0,2,22,False,0.0,0.4427,0.4604,37.8,107.8,225.2,187.4,0.0,3,11,4,2,thin_prior_sample_no_fade;clearing_observed(historical),11,3,7
Tavares N.,D,Ds;E,LAZ,7,2.5,6.0,0.5,0.0,0.0,0.0,25,2.0,6.033,6.033,6.095,6.15,0.185,,0.592,0.0,0.156,0.156,0.0,2.0,1.276,3.815,0.076,0.214,0.076,1.236,0.9953,1.856,194,12,0,0.7,1,1,75,True,0.5,0.4422,0.4941,86.8,169.5,212.9,126.1,7.6,7,25,51,26,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),25,7,-26
Joao Mario,D,Dd;E,FIO,3,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.79,6.0,5.79,6.0,0.0,,0.368,0.071,0.071,0.143,0.0,1.0,0.281,0.733,0.025,0.066,0.025,0.628,1.0124,2.045,54,7,0,0.21,1,1,92,True,0.5,0.4422,0.4566,73.8,158.6,218.8,145.0,0.0,3,12,24,12,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),12,3,-12
Ciervo,C,W,CAG,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.0,6.14,6.0,6.14,0.0,,0.184,,,,,,,,,,,,0.9604,1.472,0,0,0,0.0,0,1,12,False,0.0,0.4417,0.4417,32.8,107.2,203.5,170.7,0.0,1,1,1,1,floor_qi,1,1,0
